,title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,precio_certificado
736,Producción musical y su efecto en la composición,7869,Self-paced on your time,Berklee College of Music,Introductory,Music,Español,Español,3–5 hours per week,6 Weeks,49
737,"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",12425,Self-paced on your time,The Hong Kong University of Science and Technology,Intermediate,Electronics,Inglés,"Inglés, Chino",2–4 hours per week,8 Weeks,70
738,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",9340,Self-paced on your time,Harvard University,Introductory,Music,Inglés,Inglés,3–5 hours per week,6 Weeks,99
739,Modelos predictivos con Machine Learning,5102,Self-paced on your time,Universidades Anáhuac,Intermediate,Computer Science,Español,Español,6–8 hours per week,4 Weeks,49
740,Quantitative Marketing Research,0,Self-paced on your time,Indian Institute of Management Bangalore,Introductory,Business & Management,Inglés,Inglés,3–4 hours per week,5 Weeks,50
741,Les fondements de la stratégie d’entreprise,33021,Instructor-led on a course schedule,Université catholique de Louvain,Introductory,Business & Management,Francés,Francés,3–6 hours per week,10 Weeks,150
742,Solar Energy: Integration of Photovoltaic Systems in Microgrids,20068,Instructor-led on a course schedule,Delft University of Technology,Advanced,Engineering,Inglés,Inglés,10–11 hours per week,9 Weeks,250
743,"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",12630,Self-paced on your time,Delft University of Technology,Intermediate,Computer Science,Inglés,Inglés,3–5 hours per week,5 Weeks,99
744,Probability and Statistics I:  A Gentle Introduction to Probability,0,Self-paced on your time,The Georgia Institute of Technology,Intermediate,Data Analysis & Statistics,Inglés,Inglés,6–10 hours per week,3 Weeks,199
745,Introducción a las ecuaciones diferenciales,9868,Self-paced on your time,Universidad Galileo,Intermediate,Math,Español,Español,4–6 hours per week,7 Weeks,49
746,Agile Mindset Introduction,0,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,Inglés,Inglés,1–5 hours per week,2 Weeks,49
747,Tropical coastal ecosystems,23031,Self-paced on your time,The University of Queensland,Introductory,Biology & Life Sciences,Inglés,Inglés,4–5 hours per week,9 Weeks,99
748,Modern China’s Foundations: The Manchus and the Qing,47166,Self-paced on your time,Harvard University,Introductory,History,Inglés,"Inglés, Chino",1–3 hours per week,15 Weeks,139
749,El método de ciencia de datos,0,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,Español,Español,3–7 hours per week,7 Weeks,39
750,AWS Developer: Deploying on AWS,25244,Self-paced on your time,Amazon Web Services,Advanced,Computer Science,Inglés,Inglés,3–4 hours per week,6 Weeks,149
751,Autonomous Mobile Robots,62362,Self-paced on your time,ETH Zurich,Intermediate,Computer Science,Inglés,Inglés,4–8 hours per week,15 Weeks,50
752,Gestión por resultados para gobiernos subnacionales,65955,Self-paced on your time,Inter-American Development Bank,Introductory,Business & Management,Español,Español,3–4 hours per week,10 Weeks,25
753,Introduction to Sociology,10412,Self-paced on your time,The University of Texas of the Permian Basin,Introductory,Social Sciences,Inglés,Inglés,4–6 hours per week,6 Weeks,139
754,Transformación digital en las empresas,0,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Business & Management,Español,Español,5–6 hours per week,7 Weeks,49
755,Desafios e oportunidades na economia digital,6913,Self-paced on your time,Inter-American Development Bank,Introductory,Economics & Finance,Portugués,Portugués,2–3 hours per week,10 Weeks,25
756,"Cellular Solids Part 1: Structures, Properties and Engineering Applications",7186,Self-paced on your time,Massachusetts Institute of Technology,Advanced,Engineering,Inglés,Inglés,11–13 hours per week,9 Weeks,99
757,Introduction to Statistical Methods for Gene Mapping,15419,Self-paced on your time,Kyoto University,Advanced,Data Analysis & Statistics,Inglés,Inglés,2–3 hours per week,4 Weeks,49
758,Cómo vivir una vida saludable y activa,8990,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Social Sciences,Español,Español,3–4 hours per week,5 Weeks,49
759,Mandarin Chinese Level 3,8418,Self-paced on your time,MandarinX,Intermediate,Language,Inglés,Inglés,4–10 hours per week,6 Weeks,149
760,Databases: Advanced Topics in SQL,0,Self-paced on your time,Stanford University,Introductory,Computer Science,Inglés,Inglés,8–10 hours per week,2 Weeks,50
761,Data for Effective Policy Making,13797,Self-paced on your time,Inter-American Development Bank,Introductory,Math,Inglés,Inglés,3–4 hours per week,10 Weeks,25
762,C Programming: Using Linux Tools and Libraries,13912,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Intermediate,Computer Science,Inglés,Inglés,4–5 hours per week,7 Weeks,49
763,Lernen objekt-orientierter Programmierung,10657,Instructor-led on a course schedule,Technische Universität München,Introductory,Computer Science,Alemán,Alemán,3–5 hours per week,6 Weeks,49
764,Cybersecurity: The CISO's View,21507,Self-paced on your time,University of Washington,Introductory,Computer Science,Inglés,Inglés,2–5 hours per week,6 Weeks,199
765,Fundamentals of Java EE Development,10129,Self-paced on your time,Red Hat,Intermediate,Computer Science,Inglés,Inglés,1–3 hours per week,7 Weeks,99
766,"Instructional Design: Digital Media, New Tools and Technology",16419,Self-paced on your time,University System of Maryland-University of Maryland Global Campus,Intermediate,Education & Teacher Training,Inglés,Inglés,8–10 hours per week,8 Weeks,299
767,Molecular Biology – Part 3: RNA Processing and Translation,16520,Self-paced on your time,Massachusetts Institute of Technology,Advanced,Biology & Life Sciences,Inglés,"Inglés, Chino",4–8 hours per week,8 Weeks,99
768,Power and Responsibility: Doing Philosophy with Superheroes,8517,Self-paced on your time,The Smithsonian Institution,Introductory,Art & Culture,Inglés,Inglés,1–5 hours per week,5 Weeks,49
769,Aprendizaje automático y ciencia de datos,13994,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Computer Science,Español,Español,4–5 hours per week,5 Weeks,50
770,Sustainable Urban Freight Transport: A Global Perspective,7769,Self-paced on your time,Delft University of Technology,Introductory,Engineering,Inglés,Inglés,4–6 hours per week,5 Weeks,50
771,MathTrackX: Statistics,0,Self-paced on your time,University of Adelaide,Introductory,Math,Inglés,Inglés,3–6 hours per week,4 Weeks,79
772,Técnicas Cuantitativas y Cualitativas para la Investigación,29885,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Data Analysis & Statistics,Español,Español,2–3 hours per week,6 Weeks,65
773,Strategic Applications of IT Project & Program Management,17914,Self-paced on your time,University of Washington,Introductory,Business & Management,Inglés,Inglés,2–5 hours per week,6 Weeks,199
774,Advanced Bioconductor,26063,Self-paced on your time,Harvard University,Advanced,Data Analysis & Statistics,Inglés,Inglés,2–4 hours per week,4 Weeks,149
775,What Every Provider Should Know: Clinical Fundamentals,0,Self-paced on your time,Stanford University,Introductory,Medicine,Inglés,Inglés,4–6 hours per week,10 Weeks,50
776,Análisis e interpretación de información económica y financiera,5891,Self-paced on your time,Pontificia Universidad Javeriana,Intermediate,Economics & Finance,Español,Español,6–8 hours per week,5 Weeks,49
777,AWS IoT: Developing and Deploying an Internet of Things,8884,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,Inglés,Inglés,2–5 hours per week,4 Weeks,99
778,Measuring Sustainable Development,0,Self-paced on your time,SDG Academy,Intermediate,Data Analysis & Statistics,Inglés,Inglés,1–3 hours per week,5 Weeks,25
779,Embedded Systems - Shape The World: Multi-Threaded Interfacing,27814,Self-paced on your time,The University of Texas at Austin,Intermediate,Computer Science,Inglés,Inglés,8–10 hours per week,8 Weeks,49
780,Hong Kong Cinema through a Global Lens | 全球化下的香港电影,12458,Instructor-led on a course schedule,University of Hong Kong,Introductory,Humanities,Inglés,"Inglés, Chino",4–6 hours per week,6 Weeks,50
781,Image Processing and Analysis for Life Scientists,8621,Self-paced on your time,École polytechnique fédérale de Lausanne,Intermediate,Data Analysis & Statistics,Inglés,Inglés,2–3 hours per week,7 Weeks,199
782,La protección del menor,7654,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Law,Español,Español,3–5 hours per week,5 Weeks,49
783,Globalization: Past and Future,10127,Self-paced on your time,SDG Academy,Introductory,History,Inglés,"Inglés, Русский",2–4 hours per week,4 Weeks,25
784,Star Trek: Inspiring Culture and Technology,6521,Self-paced on your time,The Smithsonian Institution,Introductory,History,Inglés,Inglés,1–3 hours per week,7 Weeks,40
785,Qué funciona en educación: políticas educativas basadas en evidencia,15701,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,Español,Español,3–4 hours per week,10 Weeks,25
786,"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",0,Self-paced on your time,IBM,Introductory,Computer Science,Inglés,Inglés,1–2 hours per week,4 Weeks,99
787,Tools for Academic Engagement in Public Policy,5035,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Communication,Inglés,Inglés,1–3 hours per week,3 Weeks,199
788,Theory of Change for Development,10736,Self-paced on your time,Wits University,Introductory,Social Sciences,Inglés,Inglés,3–4 hours per week,7 Weeks,199
789,Monozukuri: Making Things,0,Self-paced on your time,Tokyo Institute of Technology,Introductory,Engineering,Inglés,Inglés,1–2 hours per week,4 Weeks,49
790,Drug Discovery & Medicinal Chemistry,0,Self-paced on your time,Davidson College,Intermediate,Medicine,Inglés,Inglés,5–7 hours per week,5 Weeks,99
791,Digital Biomaterials,0,Self-paced on your time,University of Hong Kong,Introductory,Medicine,Inglés,Inglés,2–4 hours per week,4 Weeks,149
792,Natural Resources for Sustainable Development,9668,Self-paced on your time,SDG Academy,Intermediate,Energy & Earth Sciences,Inglés,"Árabe, Inglés, Español, Francés, Русский",4–6 hours per week,12 Weeks,49
793,Omnichannel Strategy and Management,15860,Self-paced on your time,Dartmouth College,Intermediate,Business & Management,Inglés,Inglés,3–5 hours per week,4 Weeks,99
794,General Overview of Cannabis and the Industry’s Outlook and Professions,5048,Self-paced on your time,Doane University,Introductory,Environmental Studies,Inglés,Inglés,5–10 hours per week,4 Weeks,199
795,Amazon SageMaker: Simplifying Machine Learning Application Development,11765,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,Inglés,Inglés,2–4 hours per week,4 Weeks,99
796,Formulación y nomenclatura de compuestos químicos,12748,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,Español,3–4 hours per week,6 Weeks,49
797,Introducción a la factura electrónica,5829,Self-paced on your time,LOGYCA,Intermediate,Economics & Finance,Español,Español,3–4 hours per week,4 Weeks,49
798,Demand and Supply Analytics,23585,Instructor-led on a course schedule,Columbia University,Intermediate,Business & Management,Inglés,Inglés,8–10 hours per week,12 Weeks,249
799,Advanced Algorithmics and Graph Theory with Python,13502,Self-paced on your time,IMT,Intermediate,Computer Science,Inglés,Inglés,2–4 hours per week,6 Weeks,49
800,Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,0,Self-paced on your time,Tokyo Institute of Technology,Intermediate,Architecture,Inglés,Inglés,3–5 hours per week,5 Weeks,59
801,Diagramas UML estructurales para la Ingeniería del Software,5820,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Computer Science,Español,Español,3–4 hours per week,5 Weeks,50
802,"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",6232,Self-paced on your time,Imperial College London,Intermediate,Math,Inglés,Inglés,2–4 hours per week,7 Weeks,49
803,Fundamentos de Mecánica para Ingeniería,14219,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Physics,Español,Español,3–4 hours per week,6 Weeks,49
804,Leadership and Management for PM Practitioners in IT,21949,Self-paced on your time,University of Washington,Introductory,Business & Management,Inglés,Inglés,2–5 hours per week,6 Weeks,199
805,Entrepreneurship 103: Show Me The Money,15184,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,Inglés,Inglés,2–4 hours per week,10 Weeks,300
806,Historia de la ética,9383,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Philosophy & Ethics,Español,Español,1–3 hours per week,6 Weeks,29
807,Drainage in Agriculture: controlling water and salt levels in the soil,0,Self-paced on your time,Wageningen University & Research,Advanced,Environmental Studies,Inglés,Inglés,18–20 hours per week,5 Weeks,49
808,Radio para internet con Podcast: creación y conceptos básicos,6460,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Communication,Español,Español,3–4 hours per week,6 Weeks,50
809,Introducción a los circuitos eléctricos,11953,Self-paced on your time,Universidad Galileo,Intermediate,Electronics,Español,Español,6–8 hours per week,5 Weeks,49
810,AP® Physics 1: Challenging Concepts,12145,Self-paced on your time,Davidson Next,Introductory,Physics,Inglés,Inglés,2–4 hours per week,8 Weeks,49
811,Introduction to Java Programming – Part 2,71203,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Computer Science,Inglés,Inglés,3–5 hours per week,5 Weeks,99
812,AP® Macroeconomics,29433,Self-paced on your time,Davidson Next,Introductory,Economics & Finance,Inglés,Inglés,2–4 hours per week,18 Weeks,49
813,Climate Change Education,12056,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,Inglés,"Inglés, Español",4–5 hours per week,10 Weeks,25
814,"Introducción al griego clásico: verbos, oraciones y filosofía",0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Language,Español,Español,4–5 hours per week,5 Weeks,49
815,Applied Deep Learning Capstone Project,8429,Self-paced on your time,IBM,Advanced,Data Analysis & Statistics,Inglés,Inglés,2–4 hours per week,5 Weeks,99
816,FinTech Ethics and Risks,10696,Self-paced on your time,University of Hong Kong,Introductory,Economics & Finance,Inglés,"Inglés, Inglés, Chino, Chino",1–5 hours per week,6 Weeks,199
817,User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,23828,Self-paced on your time,Tsinghua University,Advanced,Engineering,Inglés,Inglés,1–5 hours per week,7 Weeks,139
818,The Conquest of Space: Space Exploration and Rocket Science,19926,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Engineering,Inglés,Inglés,3–4 hours per week,7 Weeks,129
819,Business Strategy and Operations in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Advanced,Business & Management,Inglés,Inglés,12–16 hours per week,5 Weeks,149
820,What Works in Education: Evidence-Based Education Policies,5540,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,Inglés,Inglés,3–4 hours per week,10 Weeks,25
821,Electric Cars: Business,14199,Self-paced on your time,Delft University of Technology,Intermediate,Business & Management,Inglés,Inglés,4–5 hours per week,4 Weeks,50
822,Thermodynamics of Materials,0,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Engineering,Inglés,Inglés,9–12 hours per week,16 Weeks,150
823,Mechanics: Momentum and Energy,14846,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,Inglés,Inglés,10–12 hours per week,14 Weeks,49
824,Co-Creating Sustainable Cities,12415,Self-paced on your time,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,Advanced,Social Sciences,Inglés,Inglés,6–8 hours per week,8 Weeks,49
825,Cómo educar teniendo en cuenta la muerte,0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Education & Teacher Training,Español,Español,2–5 hours per week,3 Weeks,49
826,Introduction to Animal Ethics,6608,Self-paced on your time,Kyoto University,Introductory,Philosophy & Ethics,Inglés,Inglés,2–3 hours per week,5 Weeks,49
827,Teamwork & Collaboration,0,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,Inglés,Inglés,4–6 hours per week,3 Weeks,199
828,Grant Writing and Crowdfunding for Public Libraries,12853,Self-paced on your time,The University of Michigan,Introductory,Humanities,Inglés,Inglés,2–3 hours per week,4 Weeks,49
829,Leading Ambitious Teaching and Learning,24273,Self-paced on your time,The University of Michigan-Microsoft Education,Advanced,Education & Teacher Training,Inglés,Inglés,2–4 hours per week,6 Weeks,199
830,Financing Innovative Ventures,0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Introductory,Business & Management,Inglés,Inglés,2–3 hours per week,4 Weeks,149
831,"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",0,Self-paced on your time,Imperial College London,Intermediate,Math,Inglés,Inglés,2–4 hours per week,7 Weeks,49
832,Theories of Media and Technology,0,Instructor-led on a course schedule,New York University,Introductory,Art & Culture,Inglés,Inglés,8–10 hours per week,14 Weeks,249
833,Introducción a la Estructura de la Materia,11859,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,Español,3–4 hours per week,4 Weeks,25
834,"Batteries, Fuel Cells, and their Role in Modern Society",11865,Self-paced on your time,Ural Federal University,Introductory,Science,Inglés,Inglés,2–4 hours per week,6 Weeks,49
835,Communication Skills for Dialoguing Across Difference,60943,Self-paced on your time,Catalyst,Introductory,Communication,Inglés,Inglés,1–2 hours per week,1 Weeks,25
836,Social Media: How Media Got Social,13616,Self-paced on your time,Curtin University,Introductory,Communication,Inglés,Inglés,2–3 hours per week,4 Weeks,139
837,"Portfolio Management, Governance, & the PMO",17299,Self-paced on your time,University of Washington,Introductory,Business & Management,Inglés,Inglés,2–5 hours per week,6 Weeks,199
838,edX101: Overview of Creating an edX Course,22327,Self-paced on your time,edX,Introductory,Education & Teacher Training,Inglés,Inglés,1–2 hours per week,1 Weeks,99
839,"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Education & Teacher Training,Español,Español,3–4 hours per week,4 Weeks,49
840,Data Analysis for Decision Making,8342,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland",Advanced,Business & Management,Inglés,Inglés,8–10 hours per week,7 Weeks,214
841,UML Class Diagrams for Software Engineering,33710,Self-paced on your time,KU Leuven University,Introductory,Computer Science,Inglés,Inglés,4–5 hours per week,3 Weeks,49
842,Driving Digital Innovation through Experimentation,16904,Instructor-led on a course schedule,Boston University,Advanced,Computer Science,Inglés,Inglés,3–5 hours per week,6 Weeks,399
843,Compilation Basics for Macroeconomic Statistics,6570,Self-paced on your time,The International Monetary Fund,Introductory,Data Analysis & Statistics,Inglés,Inglés,3–6 hours per week,4 Weeks,25
844,Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,20189,Self-paced on your time,Inter-American Development Bank,Introductory,Engineering,Español,Español,2–3 hours per week,10 Weeks,25
845,From Fossil Resources to Biomass: A Chemistry Perspective,5464,Self-paced on your time,Wageningen University & Research,Advanced,Energy & Earth Sciences,Inglés,Inglés,20–28 hours per week,5 Weeks,149
846,System Dynamics for Health Sciences,15157,Self-paced on your time,Wits University,Intermediate,Medicine,Inglés,Inglés,2–4 hours per week,9 Weeks,139
847,Internet de las cosas (IoT) y Big Data,0,Self-paced on your time,Universidad del Rosario,Intermediate,Data Analysis & Statistics,Español,Español,4–6 hours per week,4 Weeks,49
848,Introducción a Ciencias de Datos y Estadística Básica para Negocios,0,Self-paced on your time,Tecnológico de Monterrey,Advanced,Data Analysis & Statistics,Español,Español,5–8 hours per week,4 Weeks,49
849,Introduction to Psychological Research Methods,17087,Self-paced on your time,The University of Queensland,Introductory,Humanities,Inglés,Inglés,1–2 hours per week,7 Weeks,99
850,Sustainable Packaging in a Circular Economy,6277,Self-paced on your time,Delft University of Technology,Intermediate,Design,Inglés,Inglés,3–4 hours per week,6 Weeks,50
851,Design in Healthcare: Using Patient Journey Mapping,17946,Self-paced on your time,Delft University of Technology,Introductory,Design,Inglés,Inglés,3–4 hours per week,8 Weeks,129
852,"El manejo de plagas, malezas y enfermedades en los Sistemas de Siembra Directa",0,Self-paced on your time,Universidad Nacional de Córdoba,Intermediate,Biology & Life Sciences,Español,"Inglés, Español",5–7 hours per week,4 Weeks,99
853,"Electronic, Optical, and Magnetic Properties of Materials",9717,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Engineering,Inglés,Inglés,11–13 hours per week,15 Weeks,150
854,La España del Quijote,13277,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,History,Español,Español,5–7 hours per week,7 Weeks,19
855,Risk Management for Projects,22269,Self-paced on your time,University of Adelaide,Introductory,Business & Management,Inglés,Inglés,2–3 hours per week,5 Weeks,199
856,Smithsonian’s Objects That Define America,9071,Self-paced on your time,The Smithsonian Institution,Introductory,Humanities,Inglés,Inglés,1–2 hours per week,5 Weeks,50
857,Creating Modern China: The Republican Period to the Present,43045,Self-paced on your time,Harvard University,Introductory,History,Inglés,"Inglés, Chino",1–3 hours per week,15 Weeks,139
858,Discover Political Science,6573,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Social Sciences,Inglés,Inglés,4–6 hours per week,10 Weeks,50
859,Data Science: Inferential Thinking through Simulations,17505,Self-paced on your time,"University of California, Berkeley",Introductory,Computer Science,Inglés,Inglés,4–6 hours per week,5 Weeks,199
860,Programming for Data Science,41268,Self-paced on your time,University of Adelaide,Introductory,Computer Science,Inglés,Inglés,8–10 hours per week,10 Weeks,199
861,Public Sector Debt Statistics,0,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,Inglés,Inglés,6–8 hours per week,6 Weeks,25
862,Sensor Fusion and Non-linear Filtering for Automotive Systems,9709,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,Inglés,Inglés,10–20 hours per week,6 Weeks,299
863,Creación musical con Soundcool: Introducción,0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Music,Español,Español,4–5 hours per week,5 Weeks,30
864,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,8222,Self-paced on your time,Harvard University,Introductory,Humanities,Inglés,Inglés,3–5 hours per week,3 Weeks,49
865,The Quantum Internet and Quantum Computers: How Will They Change the World?,15014,Self-paced on your time,Delft University of Technology,Introductory,Science,Inglés,Inglés,2–3 hours per week,6 Weeks,50
866,Research Methods: An Engineering Approach,20444,Self-paced on your time,Wits University,Introductory,Engineering,Inglés,Inglés,2–3 hours per week,8 Weeks,169
867,Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,15349,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Philosophy & Ethics,Español,Español,3–5 hours per week,5 Weeks,49
868,Rise to Leadership: Become a CEO,16719,Self-paced on your time,Babson College,Intermediate,Business & Management,Inglés,Inglés,4–6 hours per week,4 Weeks,199
869,Building a Cybersecurity Toolkit,23275,Self-paced on your time,University of Washington,Introductory,Computer Science,Inglés,Inglés,2–5 hours per week,6 Weeks,199
870,Marketing your Android apps,0,Self-paced on your time,Universidad Galileo,Intermediate,Engineering,Inglés,Inglés,6–8 hours per week,5 Weeks,49
871,Embedded Systems Essentials with Arm: Getting Started,0,Self-paced on your time,Arm Education,Intermediate,Computer Science,Inglés,Inglés,3–6 hours per week,6 Weeks,149
872,Life with Diabetes,12318,Self-paced on your time,Curtin University,Introductory,Medicine,Inglés,Inglés,3–4 hours per week,5 Weeks,139
873,Human Reproduction,5517,Self-paced on your time,University of Adelaide,Intermediate,Biology & Life Sciences,Inglés,Inglés,2–3 hours per week,6 Weeks,169
874,Enabling Technologies for Data Science and Analytics: The Internet of Things,71290,Self-paced on your time,Columbia University,Introductory,Computer Science,Inglés,Inglés,7–10 hours per week,5 Weeks,99
875,Astrophysics: Exploring Exoplanets,48539,Self-paced on your time,Australian National University,Intermediate,Physics,Inglés,Inglés,2–4 hours per week,9 Weeks,50
876,Unconventional Reservoir Geomechanics,0,Self-paced on your time,Stanford University,Introductory,Energy & Earth Sciences,Inglés,Inglés,6–8 hours per week,10 Weeks,129
877,Strategic Account Management,0,Self-paced on your time,Queen’s University,Introductory,Business & Management,Inglés,Inglés,4–6 hours per week,6 Weeks,149
878,PyTorch Basics for Machine Learning,0,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,Inglés,Inglés,4–5 hours per week,5 Weeks,39
879,Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,14266,Self-paced on your time,Universidad Galileo,Intermediate,Humanities,Español,Español,4–5 hours per week,4 Weeks,49
880,Introduction to Cloud Foundry and Cloud Native Software Architecture,24444,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,Inglés,Inglés,3–4 hours per week,14 Weeks,169
881,Gestión de compras eficientes para tu empresa,0,Self-paced on your time,LOGYCA,Introductory,Engineering,Español,Español,3–5 hours per week,5 Weeks,25
882,Know HBV And HCV,0,Self-paced on your time,Stanford University,Introductory,Medicine,Inglés,Inglés,1–5 hours per week,1 Weeks,50
883,The Supreme Court & American Politics,6216,Self-paced on your time,University of Baltimore-University System of Maryland,Introductory,Law,Inglés,Inglés,4–7 hours per week,8 Weeks,29
884,Sales Enablement & Analytics,0,Self-paced on your time,Queen’s University,Introductory,Business & Management,Inglés,Inglés,4–6 hours per week,6 Weeks,149
885,Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,16423,Self-paced on your time,Inter-American Development Bank,Intermediate,Business & Management,Español,Español,3–4 hours per week,10 Weeks,25
886,Liderazgo en la empresa familiar,10969,Self-paced on your time,Tecnológico de Monterrey,Intermediate,Business & Management,Español,Español,7–8 hours per week,6 Weeks,49
887,Comparative Political Systems,6934,Self-paced on your time,Università degli Studi di Napoli Federico II,Introductory,Social Sciences,Inglés,Inglés,4–6 hours per week,6 Weeks,59
888,Introducción al Derecho en la vida cotidiana,0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Law,Español,Español,5–6 hours per week,5 Weeks,49
889,Cloud Computing for Enterprises,27241,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,Intermediate,Computer Science,Inglés,Inglés,8–10 hours per week,8 Weeks,299
890,Diversity and Social Justice in Social Work,11055,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,Inglés,Inglés,8–10 hours per week,8 Weeks,199
891,Public Library Marketing and Public Relations,7525,Self-paced on your time,The University of Michigan,Introductory,Humanities,Inglés,Inglés,2–3 hours per week,4 Weeks,49
892,"Healthcare Finance, Economics and Risk",8006,Self-paced on your time,Doane University,Intermediate,Economics & Finance,Inglés,Inglés,5–10 hours per week,5 Weeks,199
893,Reacciones Químicas y Cálculos Estequiométricos,8907,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,Español,3–4 hours per week,6 Weeks,49
894,Seeking Women’s Rights: Colonial Period to the Civil War,5157,Self-paced on your time,Columbia University,Intermediate,History,Inglés,Inglés,2–3 hours per week,10 Weeks,50
895,VideoX: Creating Video for the edX Platform,12159,Self-paced on your time,edX,Introductory,Education & Teacher Training,Inglés,Inglés,2–4 hours per week,2 Weeks,99
896,Comisión de la Verdad Colombia,0,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,History,Español,Español,7–10 hours per week,5 Weeks,29
897,MathTrackX: Probability,0,Self-paced on your time,University of Adelaide,Introductory,Math,Inglés,Inglés,3–6 hours per week,4 Weeks,79
898,Health Informatics for better and safer healthcare,0,Self-paced on your time,IsraelX,Introductory,Health & Safety,Inglés,Inglés,3–4 hours per week,4 Weeks,49
899,Sign Language Science: Factors Contributing to Natural Change,0,Self-paced on your time,Georgetown University,Introductory,Language,Inglés,Inglés,3–5 hours per week,4 Weeks,99
900,Accounting System Structure and Information Management,0,Self-paced on your time,NYIF,Introductory,Economics & Finance,Inglés,Inglés,1–2 hours per week,4 Weeks,50
901,Sustainable Development: The Post-Capitalist Order,7031,Self-paced on your time,SDG Academy,Introductory,Economics & Finance,Inglés,Inglés,2–4 hours per week,8 Weeks,49
902,"Health Law, Policy, and Advocacy",6358,Self-paced on your time,Doane University,Intermediate,Law,Inglés,Inglés,5–10 hours per week,5 Weeks,199
903,Introduction to Haptics,0,Self-paced on your time,Stanford University,Introductory,Engineering,Inglés,Inglés,1–10 hours per week,5 Weeks,129
904,Gestión de inventario y portafolio,0,Self-paced on your time,LOGYCA,Introductory,Engineering,Español,Español,3–5 hours per week,5 Weeks,25
905,Understanding Nuclear Energy,16015,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,Inglés,Inglés,4–6 hours per week,6 Weeks,50
